# Runnumber, L1 Delay, Fine, Delay
43144, 120, 0
43150, 121, 0
43152, 122, 0
#RETURN
43205, 122, 120
43206, 122, 160
#43208, 123, 0
43153, 123, 0
43215, 123, 40
43216, 123, 80
43165, 124, 0
43169, 125, 0
43171, 126, 0
43218, 126, 100
43177, 127, 0
43222, 127, 100
43178, 128, 0
43229, 128, 100
43179, 129, 0
43180, 130, 0
43183, 131, 0
#43185, 132, 0
